osmid,y,x,street_count,dc,cc,nbc,vul,geometry
365858760,-15.8011448,-47.8691644,3,0.011904761904761904,0.045179105094269464,0.13076240215547247,0.004873316383979116,POINT (-47.8691644 -15.8011448)
365858761,-15.8025394,-47.8696232,3,0.007936507936507936,0.04402882911902078,0.0492688615097022,0.0010179537241797637,POINT (-47.8696232 -15.8025394)
365858807,-15.8018864,-47.8663761,3,0.011904761904761904,0.044349659992699644,0.10069756254611396,0.004305865948119646,POINT (-47.8663761 -15.8018864)
365858808,-15.8018864,-47.8662705,3,0.00992063492063492,0.04281016325412051,0.06874891054279013,0.006046834722668838,POINT (-47.8662705 -15.8018864)
365858840,-15.8033934,-47.8668512,3,0.007936507936507936,0.043485465077744936,0.0714239036679395,0.0011084059100248363,POINT (-47.8668512 -15.8033934)
365859774,-15.8094178,-47.8690036,3,0.005952380952380952,0.03336723795961959,0.038305221580569496,0.0020036813746452183,POINT (-47.8690036 -15.8094178)
365861109,-15.808107,-47.871834,3,0.007936507936507936,0.04294747591118559,0.049263874425405266,0.006748277319793634,POINT (-47.871834 -15.808107)
365861113,-15.8086847,-47.8721497,3,0.005952380952380952,0.03963823540073223,0.031063223831613463,0.0018864184715238893,POINT (-47.8721497 -15.8086847)
365861115,-15.8087019,-47.8718526,3,0.005952380952380952,0.03693300158742668,0.018254165483290737,0.0004275241396293449,POINT (-47.8718526 -15.8087019)
365861116,-15.808537,-47.8717882,3,0.005952380952380952,0.03651572831095973,0.024766414739078736,0.0003644740510651752,POINT (-47.8717882 -15.808537)
365861117,-15.8084248,-47.87184,3,0.005952380952380952,0.03519660962394722,0.024719079701684053,0.0008718547122705344,POINT (-47.87184 -15.8084248)
365862025,-15.8086745,-47.8715615,3,0.007936507936507936,0.03676206912008607,0.00971025697665856,0.001174335661764843,POINT (-47.8715615 -15.8086745)
365862028,-15.8093194,-47.8695083,3,0.007936507936507936,0.038048457996497295,0.009080175034449387,0.001273523154599275,POINT (-47.8695083 -15.8093194)
370527629,-15.7886363,-47.8741519,3,0.005952380952380952,0.050592989003871006,0.04307225430485867,0.0017874331936915118,POINT (-47.8741519 -15.7886363)
370527632,-15.7881598,-47.8746414,3,0.005952380952380952,0.040386319988181416,0.01541084182734282,0.0016452576316439,POINT (-47.8746414 -15.7881598)
370527633,-15.7870432,-47.8781598,3,0.005952380952380952,0.041242881029909105,0.09997291383971306,0.00047930787197805855,POINT (-47.8781598 -15.7870432)
370527634,-15.7869177,-47.8786721,3,0.005952380952380952,0.043065875495575924,0.10002024887710774,0.00325248492842758,POINT (-47.8786721 -15.7869177)
370527638,-15.7868038,-47.8801064,3,0.005952380952380952,0.03198272416180012,0.016768436997065223,0.005240133329114874,POINT (-47.8801064 -15.7868038)
370527682,-15.7864747,-47.8800514,3,0.003968253968253968,0.0403475149733335,0.0,-0.00025201580235693953,POINT (-47.8800514 -15.7864747)
370527796,-15.786536,-47.8796739,3,0.003968253968253968,0.04205303062541669,0.003632964120041655,-3.3568362568681785e-05,POINT (-47.8796739 -15.786536)
370527802,-15.7882881,-47.8740609,3,0.005952380952380952,0.04890356434757979,0.09761142141857847,0.003989793418319852,POINT (-47.8740609 -15.7882881)
370527803,-15.7885056,-47.8739306,3,0.005952380952380952,0.05124580176521128,0.12550950908306774,0.01046377879190578,POINT (-47.8739306 -15.7885056)
372263406,-15.7944506,-47.8662542,3,0.011904761904761904,0.05244436628724901,0.012754162853566403,0.001841684730141917,POINT (-47.8662542 -15.7944506)
372263409,-15.7959856,-47.8663346,3,0.011904761904761904,0.05342485831541919,0.0202817486614704,0.005890619128641002,POINT (-47.8663346 -15.7959856)
372263420,-15.7938563,-47.8730958,3,0.011904761904761904,0.055244943668850306,0.032294329262519926,0.00660630795579796,POINT (-47.8730958 -15.7938563)
372263423,-15.793433,-47.8743766,3,0.00992063492063492,0.05875662702392893,0.29712334458855316,0.023213583407148946,POINT (-47.8743766 -15.793433)
372263427,-15.7897494,-47.8726324,3,0.011904761904761904,0.05553956590932178,0.08577371748345905,0.036675498551335686,POINT (-47.8726324 -15.7897494)
372263430,-15.7935905,-47.873932,3,0.011904761904761904,0.058007532756882925,0.29040308414065863,0.017398483551387553,POINT (-47.873932 -15.7935905)
446221472,-15.8103658,-47.8757529,3,0.007936507936507936,0.032972831713421316,0.015418402284704471,0.001055476806750957,POINT (-47.8757529 -15.8103658)
446221476,-15.8126906,-47.8765344,3,0.00992063492063492,0.032685371540163,0.007302744380279171,-0.0009223194050206238,POINT (-47.8765344 -15.8126906)
446221485,-15.812979,-47.8766249,3,0.005952380952380952,0.03161592505854801,0.0,-0.0011338251456713738,POINT (-47.8766249 -15.812979)
446221488,-15.809519,-47.8760212,3,0.007936507936507936,0.033688653378107766,0.0069181472014474,-0.000723842895722535,POINT (-47.8760212 -15.809519)
446221561,-15.8127042,-47.8762137,3,0.007936507936507936,0.03586735474842011,0.02347653497007374,0.003732070424672379,POINT (-47.8762137 -15.8127042)
446221632,-15.8089685,-47.8721282,3,0.007936507936507936,0.03844486112738779,0.02858411699117464,0.0053621319998814155,POINT (-47.8721282 -15.8089685)
446221968,-15.8115093,-47.8647722,3,0.005952380952380952,0.035425418182996236,0.014867766191963862,2.2056593452404406e-05,POINT (-47.8647722 -15.8115093)
446221986,-15.811028,-47.8639917,3,0.005952380952380952,0.03618863761720905,0.02492514677618341,0.0007268675311248341,POINT (-47.8639917 -15.811028)
446222638,-15.8122448,-47.8659309,3,0.005952380952380952,0.03418255704907784,0.014820431154569182,0.000508899837062632,POINT (-47.8659309 -15.8122448)
446223323,-15.812508,-47.8656963,3,0.005952380952380952,0.03305189767563701,0.012192716715579536,0.0010876193943768256,POINT (-47.8656963 -15.812508)
446253711,-15.8125641,-47.8802151,3,0.00992063492063492,0.03771773498131647,0.02793556123576004,0.02024863953942719,POINT (-47.8802151 -15.8125641)
472466790,-15.7887167,-47.8805031,3,0.005952380952380952,0.02649496026361698,0.0692748272271135,0.006668158350675894,POINT (-47.8805031 -15.7887167)
472492593,-15.7939422,-47.855872,3,0.005952380952380952,0.04212520064205457,0.20579045567862675,0.0028263905768865145,POINT (-47.855872 -15.7939422)
510127657,-15.7866857,-47.8802318,3,0.003968253968253968,0.0,0.0,-0.0007696369283780935,POINT (-47.8802318 -15.7866857)
510127658,-15.7875361,-47.880384,3,0.005952380952380952,0.021421714912595747,0.005688093660260658,0.00020706863841074625,POINT (-47.880384 -15.7875361)
510127663,-15.7872703,-47.8814583,3,0.005952380952380952,0.024551700395162256,0.01143141153081511,-7.073163354327775e-06,POINT (-47.8814583 -15.7872703)
510127664,-15.786054,-47.8813107,3,0.003968253968253968,0.023954347635598915,0.0019131244280349647,-0.0009973182085633956,POINT (-47.8813107 -15.786054)
510127748,-15.7897913,-47.8813952,3,0.005952380952380952,0.022390963074192888,0.0058300987724446965,0.001394254374890748,POINT (-47.8813952 -15.7897913)
510127749,-15.7897823,-47.8815213,3,0.005952380952380952,0.02340172062033642,0.01124207138123639,0.0050712719577385495,POINT (-47.8815213 -15.7897823)
510127761,-15.7879375,-47.8745502,3,0.005952380952380952,0.04859424068258577,0.09892891329273037,0.005894731412896879,POINT (-47.8745502 -15.7879375)
510127762,-15.7876254,-47.8755096,3,0.005952380952380952,0.046285714285714284,0.0988815782553357,0.005278169869381372,POINT (-47.8755096 -15.7876254)
510127764,-15.7878362,-47.8756271,3,0.005952380952380952,0.04584649355731336,0.017225351594138873,0.0005920828400760099,POINT (-47.8756271 -15.7878362)
510127765,-15.7873916,-47.8769783,3,0.005952380952380952,0.0383097242820941,0.005678232194136766,0.0006818558401715129,POINT (-47.8769783 -15.7873916)
510127766,-15.7871748,-47.8769045,3,0.005952380952380952,0.04584649355731336,0.08723978878054425,0.003923542545365526,POINT (-47.8769045 -15.7871748)
510127767,-15.7866889,-47.8786372,3,0.005952380952380952,0.04378612138118818,0.08719245374314957,0.003656913038095161,POINT (-47.8786372 -15.7866889)
510135562,-15.7874229,-47.8808739,3,0.005952380952380952,0.021891015374759768,0.005782763735050017,0.0003249240302284384,POINT (-47.8808739 -15.7874229)
510135569,-15.7874277,-47.8810103,3,0.005952380952380952,0.023973954222573007,0.011289406418631071,-0.0004059532759624647,POINT (-47.8810103 -15.7874277)
515626677,-15.7881511,-47.8734861,3,0.005952380952380952,0.003968253968253968,0.0072304269620372995,0.0006656708292166596,POINT (-47.8734861 -15.7881511)
515626685,-15.7883437,-47.8738274,3,0.005952380952380952,0.003527336860670194,0.0009545899207927041,0.0008987768949823855,POINT (-47.8738274 -15.7883437)
545276560,-15.789719,-47.8535284,3,0.005952380952380952,0.028523606642900618,0.02263193326811617,0.0026912946968754973,POINT (-47.8535284 -15.789719)
545289957,-15.7910989,-47.8682962,3,0.007936507936507936,0.04766021124202758,0.03344220391934109,0.026004410616959406,POINT (-47.8682962 -15.7910989)
545291326,-15.7902398,-47.8710895,3,0.007936507936507936,0.05003660657087947,0.03707911262583231,0.029095439068106795,POINT (-47.8710895 -15.7902398)
545291953,-15.7900055,-47.8718305,3,0.007936507936507936,0.05265058500650008,0.04070024298652529,0.03256407074754218,POINT (-47.8718305 -15.7900055)
545296910,-15.7929917,-47.8602728,3,0.005952380952380952,0.039441411979705195,0.12643885365058327,0.005901967571924081,POINT (-47.8602728 -15.7929917)
560156840,-15.80414,-47.8530298,3,0.005952380952380952,0.03333875344261629,0.02495319090746526,0.007687826069783998,POINT (-47.8530298 -15.80414)
560157020,-15.8064888,-47.8534048,3,0.003968253968253968,0.03893863572183804,0.0,-0.0005788190986240182,POINT (-47.8534048 -15.8064888)
985265170,-15.7918671,-47.874919,3,0.005952380952380952,0.04283364017391986,0.08365087254252267,0.006784999623465948,POINT (-47.874919 -15.7918671)
985265283,-15.7907347,-47.8767255,3,0.005952380952380952,0.04023030793569037,0.013003986662038353,0.00017856041457901074,POINT (-47.8767255 -15.7907347)
985265286,-15.7908998,-47.8762105,3,0.007936507936507936,0.04195924945320594,0.013511523451881304,0.0007297051332908392,POINT (-47.8762105 -15.7908998)
985265289,-15.7881956,-47.8752087,3,0.007936507936507936,0.042170688125875745,0.0014726456078344745,0.0007095636436068232,POINT (-47.8752087 -15.7881956)
985265296,-15.7880414,-47.8749961,3,0.005952380952380952,0.042132775073528465,0.015458176864737501,0.0007516541869571953,POINT (-47.8749961 -15.7880414)
985265322,-15.7879569,-47.8752825,3,0.005952380952380952,0.04378612138118818,0.017178016556744193,0.00040782676100705443,POINT (-47.8752825 -15.7879569)
985265331,-15.7913896,-47.8747601,3,0.005952380952380952,0.04601756256312423,0.05112315524840375,0.0013686480551972067,POINT (-47.8747601 -15.7913896)
985265339,-15.7915993,-47.8748305,3,0.005952380952380952,0.04479476745773821,0.08369820757991735,0.005873009198295756,POINT (-47.8748305 -15.7915993)
1102290712,-15.8138758,-47.8691241,3,0.003968253968253968,0.03325607156879242,0.0,-0.0009264143741777097,POINT (-47.8691241 -15.8138758)
1109971136,-15.7972312,-47.8753567,3,0.005952380952380952,0.04923753489628673,0.06584553525408392,0.0042061836264827126,POINT (-47.8753567 -15.7972312)
1163086667,-15.7903165,-47.8589532,3,0.005952380952380952,0.034393281751273826,0.05254938622234844,0.0019219283086451702,POINT (-47.8589532 -15.7903165)
1163086684,-15.7934266,-47.8563394,3,0.005952380952380952,0.0403898006673151,0.20322318733104028,0.008998935032526086,POINT (-47.8563394 -15.7934266)
1163086718,-15.7873626,-47.8580157,3,0.003968253968253968,0.03374253640459004,0.0,-0.0007343122462321482,POINT (-47.8580157 -15.7873626)
1163086737,-15.8050619,-47.8538515,3,0.005952380952380952,0.037348012204563054,0.01182784246899555,-0.000428561269324673,POINT (-47.8538515 -15.8050619)
1163086740,-15.7940009,-47.856731,3,0.005952380952380952,0.0509560570993647,0.13999928997443908,0.0009311780621112203,POINT (-47.856731 -15.7940009)
1163086756,-15.8064179,-47.8533206,3,0.003968253968253968,0.0,0.0,-0.0007094273899469806,POINT (-47.8533206 -15.8064179)
1163086758,-15.796916,-47.8529263,3,0.005952380952380952,0.001984126984126984,0.0018697339770898415,0.0019289014370361141,POINT (-47.8529263 -15.796916)
1163086767,-15.80552,-47.8545463,3,0.005952380952380952,0.03881743205026565,0.011875177506390229,-0.00029795297800620666,POINT (-47.8545463 -15.80552)
1163086769,-15.7890186,-47.8581382,3,0.005952380952380952,0.0369475604811461,0.062216252748061876,0.0003905868747575353,POINT (-47.8581382 -15.7890186)
1163086771,-15.8055542,-47.8539683,3,0.005952380952380952,0.03601897295694852,0.011733172394206192,0.00042363643519840836,POINT (-47.8539683 -15.8055542)
1163086780,-15.8056484,-47.8540447,3,0.005952380952380952,0.03230682870142404,0.005916879674334943,0.00019877125835241133,POINT (-47.8540447 -15.8056484)
1163086783,-15.8044708,-47.8528977,3,0.003968253968253968,0.036134025393412636,0.0,-0.0008981519984475991,POINT (-47.8528977 -15.8044708)
1163098064,-15.7898868,-47.8534272,3,0.007936507936507936,0.031995825571301775,0.02424095996412083,0.0004649624292727592,POINT (-47.8534272 -15.7898868)
1163098076,-15.7898823,-47.853033,3,0.003968253968253968,0.03099694802188353,0.023105283642062966,-0.0003037166082076941,POINT (-47.853033 -15.7898823)
1163098088,-15.7898771,-47.855753,3,0.005952380952380952,0.0369475604811461,0.11398441362407567,0.005788677335518914,POINT (-47.855753 -15.7898771)
1163098094,-15.789872,-47.8545584,3,0.007936507936507936,0.03393257962079915,0.02527707432652761,0.0006565000743504023,POINT (-47.8545584 -15.789872)
1163098108,-15.7898807,-47.8554834,3,0.005952380952380952,0.036216604106866855,0.042468140890109085,0.0011326679436798534,POINT (-47.8554834 -15.7898807)
1163098111,-15.7912373,-47.8583584,3,0.005952380952380952,0.03839761221981623,0.062263587785456556,0.0006581844171853483,POINT (-47.8583584 -15.7912373)
1163098133,-15.7919303,-47.8578347,3,0.005952380952380952,0.038801362571854375,0.1272513727160844,0.008268394491459063,POINT (-47.8578347 -15.7919303)
1163098140,-15.7971542,-47.8565961,3,0.007936507936507936,0.05144833210482568,0.01219403157772939,0.005035041145080556,POINT (-47.8565961 -15.7971542)
1163128923,-15.7971483,-47.8765029,3,0.005952380952380952,0.04879663235556613,0.20384307909158822,0.006569224763830413,POINT (-47.8765029 -15.7971483)
1163128927,-15.7922596,-47.8750586,3,0.005952380952380952,0.05412830412830413,0.08906087285808956,0.004017210346806823,POINT (-47.8750586 -15.7922596)
1163128930,-15.7987162,-47.8767939,3,0.005952380952380952,0.04576143512770795,0.1125028926967297,0.005397944322206474,POINT (-47.8767939 -15.7987162)
1163128934,-15.7924355,-47.8745335,3,0.005952380952380952,0.05892655062779544,0.17503510681940104,0.0040038535554183675,POINT (-47.8745335 -15.7924355)
1163128948,-15.7931385,-47.8751034,3,0.005952380952380952,0.05649021903843505,0.12933510050806274,0.0026735795514258157,POINT (-47.8751034 -15.7931385)
1163128967,-15.7986452,-47.877037,3,0.005952380952380952,0.05734037160685882,0.02749705470878433,0.00256468858017586,POINT (-47.877037 -15.7986452)
1163128969,-15.7933321,-47.875027,3,0.005952380952380952,0.05844155844155845,0.151628588258807,0.011440797439805155,POINT (-47.875027 -15.7933321)
1163128970,-15.7932875,-47.875209,3,0.005952380952380952,0.050047293586379445,0.1875913829194148,0.00800579011593213,POINT (-47.875209 -15.7932875)
1163128976,-15.7931523,-47.8750485,3,0.005952380952380952,0.05535587729067531,0.1914643093818044,0.0020265327452053694,POINT (-47.8750485 -15.7931523)
