osmid,y,x,street_count,dc,cc,nbc,vul,geometry
34557099,-15.7993489,-47.8618433,3,0.0045871559633027525,0.03607553775865384,0.002161763155119688,-0.0011955493890429619,POINT (-47.8618433 -15.7993489)
34557103,-15.7997956,-47.867146,3,0.006880733944954129,0.03895880172973546,0.010945903195191396,-0.0006503294670125255,POINT (-47.867146 -15.7997956)
34557141,-15.7994921,-47.868118,3,0.006880733944954129,0.040588599113493454,0.010993356532742802,-0.00018564140648942015,POINT (-47.868118 -15.7994921)
34557142,-15.7984356,-47.8715061,3,0.006880733944954129,0.04417854946094155,0.019614046187915218,0.000767916821387576,POINT (-47.8715061 -15.7984356)
34557143,-15.7972555,-47.8752619,3,0.006880733944954129,0.04837244810656417,0.028071285458188336,0.001969951028488073,POINT (-47.8752619 -15.7972555)
34557146,-15.7966181,-47.8772364,3,0.006880733944954129,0.047925510064357114,0.04608246335547823,0.0022157131430343047,POINT (-47.8772364 -15.7966181)
34565320,-15.7946793,-47.876754,3,0.006880733944954129,0.048108408881168234,0.002219761678793631,0.004367986946996946,POINT (-47.876754 -15.7946793)
34565322,-15.7951716,-47.8751782,3,0.006880733944954129,0.04611730946806141,0.048761819396112335,0.005078149013266422,POINT (-47.8751782 -15.7951716)
34565323,-15.7953242,-47.8747147,3,0.006880733944954129,0.04839559281857688,0.048809272733663756,0.004291511728030338,POINT (-47.8747147 -15.7953242)
34565324,-15.7965472,-47.8708382,3,0.006880733944954129,0.03895880172973546,0.019186966149952547,0.0007568640127438254,POINT (-47.8708382 -15.7965472)
34565325,-15.7975912,-47.8674802,3,0.006880733944954129,0.03608840923765077,0.010756089844985764,-0.0001899868594142846,POINT (-47.8674802 -15.7975912)
34565328,-15.7978916,-47.8665206,3,0.006880733944954129,0.03748259736550887,0.010803543182537172,-0.0006526243079808593,POINT (-47.8665206 -15.7978916)
114103910,-15.7866876,-47.8807414,3,0.0045871559633027525,0.0045871559633027525,0.0,-0.0015866151186152177,POINT (-47.8807414 -15.7866876)
142087838,-15.8056951,-47.8801118,3,0.009174311926605505,0.005160550458715597,0.006548560582094274,0.011569259951245562,POINT (-47.8801118 -15.8056951)
142089851,-15.8062438,-47.8552071,3,0.006880733944954129,0.035530618772574234,0.01309184857112728,-0.00020764057486085584,POINT (-47.8552071 -15.8062438)
142192537,-15.8015668,-47.8781658,3,0.006880733944954129,0.05359480142579186,0.1407017821364547,0.004954351187531094,POINT (-47.8781658 -15.8015668)
142192586,-15.8005693,-47.8767577,3,0.006880733944954129,0.04542860498128259,0.12135927449119475,0.008815834106324714,POINT (-47.8767577 -15.8005693)
142192643,-15.8000234,-47.8776442,3,0.006880733944954129,0.05668868655783982,0.1407492354740061,0.007013550268662419,POINT (-47.8776442 -15.8000234)
142192810,-15.8032882,-47.8791046,3,0.006880733944954129,0.047436646261379146,0.01359538120847833,0.0009414462024605199,POINT (-47.8791046 -15.8032882)
142192828,-15.8030908,-47.8786701,3,0.006880733944954129,0.0494968382631885,0.14547084256037118,0.0017990946720823449,POINT (-47.8786701 -15.8030908)
142193469,-15.8039747,-47.8788431,3,0.0045871559633027525,0.04859601918910216,0.0,0.00026572198541607373,POINT (-47.8788431 -15.8039747)
142193844,-15.8030353,-47.8796565,3,0.006880733944954129,0.05242803627877449,0.013737741221132553,0.001476130920401246,POINT (-47.8796565 -15.8030353)
142193908,-15.8035953,-47.8782101,3,0.006880733944954129,0.0045871559633027525,0.008710323737213962,0.01658498082571444,POINT (-47.8782101 -15.8035953)
142194043,-15.8034392,-47.8751001,3,0.006880733944954129,0.0474644716052678,0.05863826496537664,0.002782162297223889,POINT (-47.8751001 -15.8034392)
142194235,-15.8024998,-47.8774778,3,0.006880733944954129,0.04523559436083439,0.03255650462230659,0.0029159896477877097,POINT (-47.8774778 -15.8024998)
142194462,-15.799044,-47.8761354,4,0.009174311926605505,0.05204362695694659,0.10078825266265948,0.002243655153608168,POINT (-47.8761354 -15.799044)
142194646,-15.7947158,-47.876637,3,0.006880733944954129,0.05034056936211307,0.04839713170937467,0.002464970603196417,POINT (-47.876637 -15.7947158)
142194667,-15.7965722,-47.8773893,3,0.0045871559633027525,0.0,0.0,0.00017333021792753395,POINT (-47.8773893 -15.7965722)
142195613,-15.796709,-47.8769728,3,0.006880733944954129,0.04569024912064401,0.046035010017926814,0.0038530897115684323,POINT (-47.8769728 -15.796709)
142195681,-15.7920242,-47.874385,3,0.006880733944954129,0.05759247771719612,0.15951966677211854,0.005602307848134149,POINT (-47.874385 -15.7920242)
142196689,-15.7949126,-47.876008,3,0.006880733944954129,0.05306757029948882,0.04844458504692608,0.00367801005560076,POINT (-47.876008 -15.7949126)
142202659,-15.7989633,-47.8763694,3,0.006880733944954129,0.052797488707203806,0.08993110478399945,0.002230810503724026,POINT (-47.8763694 -15.7989633)
142202827,-15.7989182,-47.8760556,3,0.006880733944954129,0.05199680708948757,0.13105205806882492,0.0038399138086283265,POINT (-47.8760556 -15.7989182)
142202871,-15.7988362,-47.8763185,3,0.006880733944954129,0.049351934125799315,0.1310046047312735,0.005580395582724547,POINT (-47.8763185 -15.7988362)
142203076,-15.7984839,-47.8774939,3,0.006880733944954129,0.05501593091695713,0.03595381208478329,0.003440426791837774,POINT (-47.8774939 -15.7984839)
142204023,-15.7995163,-47.8774752,3,0.006880733944954129,0.05248925220073985,0.24913968856550317,0.005249017239084629,POINT (-47.8774752 -15.7995163)
142204047,-15.7997395,-47.8775516,3,0.006880733944954129,0.04985056135575441,0.24909223522795174,0.0056095418283031275,POINT (-47.8775516 -15.7997395)
